SIREN,Dénomination,SIRET,Code APE,Procédures collectives (type),Procédures collectives (date),Code postal,Date de création,Tranche effectifs,Catégorie juridique (Niveau I),Capital souscrit non appelé (I) (AA) 2016 (€),TOTAL (II) (net) (BJNET) 2016 (€),"Matières premières, approvisionnements (net) (BLNET) 2016 (€)",En cours de production de biens (net) (BNNET) 2016 (€),En cours de production de services (net) (BPNET) 2016 (€),Produits intermédiaires et finis (net) (BRNET) 2016 (€),Marchandises (net) (BTNET) 2016 (€),Avances et acomptes versés sur commandes (net) (BVNET) 2016 (€),Clients et comptes rattachés (3) (net) (BXNET) 2016 (€),Autres créances (3) (net) (BZNET) 2016 (€),"Capital souscrit et appelé, non versé (net) (CBNET) 2016 (€)",Valeurs mobilières de placement (net) (CDNET) 2016 (€),Disponibilités (net) (CFNET) 2016 (€),Charges constatées d'avance (3) (net) (CHNET) 2016 (€),TOTAL (III) (net) (CJNET) 2016 (€),Primes de remboursement des obligations (CM) 2016 (€),Ecarts de conversion actif (CN) 2016 (€),TOTAL GENERAL(I à VI) (net) (CONET) 2016 (€),Capital social ou individuel (1) (DA) 2016 (€),Report à nouveau (DH) 2016 (€),RESULTAT DE L'EXERCICE (bénéfice ou perte) (DI) 2016 (€),TOTAL (I) (DL) 2016 (€),TOTAL(II) (DO) 2016 (€),TOTAL (III) (DR) 2016 (€),Autres emprunts obligataires (DT) 2016 (€),Emprunts obligataires convertibles (DS) 2016 (€),Emprunts et dettes auprès des établissements de crédit (5) (DU) 2016 (€),Emprunts et dettes financières divers (DV) 2016 (€),Avances et acomptes reçus sur commandes en cours (DW) 2016 (€),Dettes fournisseurs et comptes rattachés (DX) 2016 (€),Dettes fiscales et sociales (DY) 2016 (€),Dettes sur immobilisations et comptes rattachés (DZ) 2016 (€),Autres dettes (EA) 2016 (€),dont comptes courants d'associés de l'exercice N (EA2) 2016 (€),Produits constatés d'avance (EB) 2016 (€),TOTAL (IV) (EC) 2016 (€),TOTAL GENERAL (I à V) (EE) 2016 (€),"(5) Dont concours bancaires courants, et soldes créditeurs de banques et CCP (EH) 2016 (€)",Chiffre d'affaires net (France) (FJ) 2016 (€),Chiffre d'affaires net (Exportations et livraisons intracommunautaires) (FK) 2016 (€),Chiffre d'affaires net (Total) (FL) 2016 (€),Subventions d'exploitation (FO) 2016 (€),"Reprises sur amortissements et provisions, transferts de charges (9) (FP) 2016 (€)",Total des produits d'exploitation (2) (I) (FR) 2016 (€),Achats de marchandises (y compris droits de douane) (FS) 2016 (€),Variation de stock (marchandises) (FT) 2016 (€),Achats de matières premières et autres approvisionnements (y compris droits de douane) (FU) 2016 (€),Variation de stock (matières premières et approvisionnements) (FV) 2016 (€),Autres achats et charges externes (3) (6 bis) (FW) 2016 (€),"Impôts, taxes et versements assimilés (FX) 2016 (€)",Salaires et traitements (FY) 2016 (€),Charges sociales (10) (FZ) 2016 (€),Dotations d'exploitation sur immobilisations (dotations aux amortissements) (GA) 2016 (€),Dotations d'exploitation sur immobilisations (dotations aux provisions) (GB) 2016 (€),Dotations d'exploitation sur actif circulant (dotations aux provisions) (GC) 2016 (€),Dotations d'exploitation pour risques et charges (dotations aux provisions) (GD) 2016 (€),Autres charges (12) (GE) 2016 (€),Total des charges d'exploitation (4) (II) (GF) 2016 (€),1 - RESULTAT D'EXPLOITATION (I - II) (GG) 2016 (€),Total des produits financiers (V) (GP) 2016 (€),Intérêts et charges assimilées (GR) 2016 (€),Total des charges financières (VI) (GU) 2016 (€),Dotations financières aux amortissements et provisions (GQ) 2016 (€),Reprises sur provisions & transferts de charges (GM) 2016 (€),Total des produits exceptionnels (VII) (HD) 2016 (€),Reprises sur provisions & transferts de charges (HC) 2016 (€),Dotations exceptionnelles aux amortissements et provisions (6 ter) (HG) 2016 (€),Total des charges exceptionnelles (VIII) (HH) 2016 (€),4 - RESULTAT EXCEPTIONNEL (VII - VIII) (HI) 2016 (€),5 - BENEFICE OU PERTE (Total des produits - total des charges) (HN) 2016 (€),Participation des salariés aux résultats de l'entreprise (HJ) 2016 (€),Impôts sur les bénéfices (HK) 2016 (€),Clients douteux ou litigieux - Montant brut (VA) 2016 (€),Sécurité sociale et autres organismes sociaux - Montant brut (8D) 2016 (€),Impôts sur les bénéfices - Montant brut (8E) 2016 (€),T.V.A. - Montant brut (VW) 2016 (€),Emprunts remboursés en cours d’exercice (VK) 2016 (€),Emprunts souscrits en cours d’exercice - à 1 an au plus (VJ2) 2016 (€),Emprunts souscrits en cours d’exercice - à plus d'un an et 5 ans au plus (VJ3) 2016 (€),Emprunts souscrits en cours d’exercice - à plus de 5 ans (VJ4) 2016 (€),Effets portés à l’escompte et non échus (YS) 2016 (€),Sous‐traitance (YT) 2016 (€),Effectif moyen du personnel (YP) 2016,Ecarts de conversion passif (V) (ED) 2016 (€),Production stockée (FM) 2016 (€),Production immobilisée (FN) 2016 (€),(3) Dont Crédit-bail mobilier (HP) 2016 (€),(3) Dont Crédit-bail immobilier (HQ) 2016 (€),3 - RESULTAT COURANT AVANT IMPOTS (I - II + III - IV + V - VI) (GW) 2016 (€),Ville,Nombre de mois de l'exercice comptable 2016,Notation NOTA-PME 2016,Catégorie juridique (Niveau II)
504110966,VISTA E MARE / VISTA E MARI,50411096600018,6820A,,,20110.0,01/05/2008,0 salarié pendant l'année,Société commerciale,0,0,0,0,0,0,0,0,0,3853,0,0,10032,0,13885,0,0,13885,60000,-150887,-7515,-98401,0,0,0,0,0,40397,0,71889,0,0,0,0,0,112286,13885,0,73229,0,73229,0,0,73229,0,0,0,0,78519,2201,0,0,0,0,0,0,25,80744,-7515,0,0,0,0,0,0,0,0,0,0,-7515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7515,BELVEDERE-CAMPOMORO,12,"3,7",
539770529,E CANICCE,53977052900011,5530Z,,,20218.0,08/02/2012,0 salarié à la fin de l'année,Société commerciale,0,66504,0,0,0,0,0,0,0,17125,0,0,33223,0,50348,0,0,116853,1000,20332,9787,44838,0,0,0,0,0,41583,0,6097,0,0,24335,22799,0,72015,116853,0,0,0,109928,0,0,109938,-72,0,3207,0,75536,2755,10357,722,8444,0,0,0,751,101701,8237,0,0,371,0,0,3009,0,0,0,0,9787,0,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MOLTIFAO,12,"7,4",
793597394,PLANET NETTOYAGE,79359739400014,8121Z,,,95470.0,01/06/2013,De 3 à 5 salariés,Société commerciale,0,0,0,0,0,0,0,0,4645,6305,0,0,129,0,11078,0,0,11078,2000,-144,1234,3090,0,0,0,0,0,0,0,248,0,0,7741,0,0,7989,11078,0,0,0,46356,0,0,46356,0,0,0,0,24809,191,13844,4923,0,0,0,0,0,43767,2589,0,0,1338,0,0,0,0,0,17,0,1234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAINT-WITZ,12,"5,2",
484423173,SO ... BEAUTY,48442317300018,9602B,,,75015.0,20/09/2005,De 1 à 2 salariés,Société commerciale,0,39666,0,0,0,0,28191,0,0,4054,0,0,7426,1082,40753,0,0,80419,7500,38483,-2963,43770,0,0,0,0,0,4534,0,16225,0,0,15890,3569,0,36649,80419,0,0,0,112715,0,0,112716,26467,-1445,6903,0,36641,1651,30723,14900,529,0,0,0,5,116373,-3657,0,0,65,0,0,1500,0,0,741,0,-2963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PARIS 15,12,"4,2",
504713116,SARL PHILIPPE MASSA / BAUER SYSTEM,50471311600011,4690Z,,,1480.0,09/06/2008,,Société commerciale,0,6908,0,0,0,0,25009,0,38091,216,0,0,0,0,63316,0,0,70224,1000,-17591,-2240,26540,0,0,0,0,0,917,0,7060,0,0,35707,35000,0,43685,70224,0,0,0,54325,0,0,54326,29903,8688,0,0,6695,939,0,0,10328,0,0,0,1,56555,-2228,0,0,11,0,0,0,0,0,0,0,-2240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAREINS,12,"3,5",
793701517,ACFV EXPERTISE COMPTABLE,79370151700039,6920Z,,,13100.0,01/06/2013,De 1 à 2 salariés,Société commerciale,0,0,0,0,0,0,0,0,21865,1850,0,0,31661,0,55376,0,0,55376,1000,5034,365,6499,0,0,0,0,0,0,0,2633,30198,0,0,0,16046,48877,55376,0,61885,0,61885,0,0,61897,0,0,0,0,17530,579,34088,8239,474,0,0,0,622,61532,365,0,0,0,0,0,1493,0,0,1493,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365,AIX-EN-PROVENCE,12,"5,3",
792306011,TECHNIC AUTO,79230601100018,7120A,,,89600.0,08/04/2013,De 1 à 2 salariés,Société commerciale,0,73929,0,0,0,0,0,0,3962,3161,0,0,2341,2493,11957,0,0,85887,5000,11748,9967,27215,0,0,0,0,39662,2233,0,6357,9406,0,1013,0,0,58672,85887,0,107582,0,107582,0,541,108156,31,0,2221,0,36154,2842,30443,11090,4892,0,0,0,7249,94922,13234,0,1506,1506,0,0,0,0,0,106,-106,9967,0,1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11728,SAINT-FLORENTIN,12,"7,1",
797730033,CGAC COMPTABILITE GESTION  ALAIN CRUVEILHER,79773003300017,6920Z,,,84000.0,27/09/2013,0 salarié pendant l'année,Société commerciale,0,0,0,0,0,0,0,0,0,507,0,0,34181,0,0,0,0,0,5000,0,0,0,0,0,0,0,141129,26446,0,480,5659,0,124,0,0,0,0,0,106850,0,106850,0,0,0,0,0,0,0,65773,150,0,0,2519,0,0,0,2,0,0,0,3256,0,0,0,0,0,0,0,0,0,0,5436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AVIGNON,12,"7,3",
672048139,SOC CAPI FILMS,67204813900014,5911C,,,75006.0,01/01/1967,De 1 à 2 salariés,Société commerciale,0,1850,0,0,0,0,0,0,1870,4908,0,0,49945,0,56723,0,0,58573,94650,-400654,-20695,-322599,0,0,0,0,0,374781,0,1654,2180,0,2557,0,0,381172,58573,0,17217,0,17217,0,0,17217,0,0,0,0,26153,387,4488,2590,375,0,0,0,4688,38681,-21464,103,0,0,0,0,666,0,0,0,666,-20695,0,0,0,1433,0,352,0,0,0,0,0,0,0,0,0,0,0,0,-21361,PARIS 6,12,"3,7",
332643071,FRANCE PORTUGAL,33264307100019,4520A,,,93200.0,01/06/1985,0 salarié à la fin de l'année,Société commerciale,0,6182,0,0,0,0,234830,0,14995,1519,0,0,7764,0,259108,0,0,265290,100637,-16020,2319,97374,0,0,0,0,21062,102976,0,27717,14160,0,2000,0,0,167915,265290,21062,113678,0,113678,0,0,113678,39127,8460,518,0,56074,3364,-529,207,0,0,0,0,0,107221,6457,0,0,0,0,0,1771,0,0,4758,-2987,2319,0,1151,8312,10,579,13571,0,0,0,0,0,3074,1,0,0,0,0,0,6457,SAINT-DENIS,12,"4,4",
813325677,AUTOMATISME ELECTRICITE DU BATIMENT,81332567700017,4321A,,,17250.0,01/09/2015,,Société commerciale,0,3369,500,0,0,0,0,0,5000,4402,0,0,17270,867,28039,0,0,31408,10000,0,1128,11128,0,0,0,0,0,0,0,6686,0,0,13595,11863,0,20280,31408,0,0,0,56515,0,0,56516,0,0,24547,-500,20793,893,6000,2519,895,0,0,0,1,55148,1368,0,0,233,0,0,0,0,0,225,0,1128,0,-217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LES ESSARDS,16,"6,3",
480287366,ASYMETRIQUE,48028736600037,7410Z,,,6330.0,01/01/2005,,Société commerciale,0,1730,0,0,0,0,0,0,7214,1265,0,0,29889,1111,39479,0,0,41208,1000,0,770,22734,0,0,0,0,0,0,0,779,0,0,17696,15251,0,18475,41208,0,0,0,90069,0,0,90069,0,0,0,0,24005,5057,42000,17548,647,0,0,0,0,89257,812,94,0,0,0,0,0,0,0,0,0,770,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROQUEFORT-LES-PINS,12,"6,1",
512196577,SARL DEPANNAGE MAINTENANCE CHAUFFAGE / DEROUBAIX MAINTENANCE CHAUFFAGE,51219657700021,4322B,,,77450.0,01/04/2009,,Société commerciale,0,51347,1543,0,0,0,0,0,11881,210,0,0,26743,3462,43840,0,0,95186,3000,0,-7657,83031,0,0,0,0,0,1583,0,7914,2658,0,0,0,0,12155,95186,0,118596,0,118596,0,0,118605,0,0,29888,495,32241,1197,65360,0,993,0,0,0,0,130175,-11570,3913,0,0,0,0,0,0,0,0,0,-7657,0,0,0,0,0,2142,0,0,0,0,0,0,0,0,0,0,6869,0,-7657,MONTRY,12,"4,7",
513471466,PASCAL MAIRE,51347146600013,4321A,,,11170.0,01/07/2009,0 salarié pendant l'année,Société commerciale,0,12,3472,0,0,0,0,0,4656,1730,0,0,18109,0,27966,0,0,27977,5000,-15150,1656,-7995,0,0,0,0,0,43,1494,13166,0,0,19016,13803,2253,35972,27977,0,0,0,83717,0,0,85074,0,0,30659,373,17546,674,33685,0,228,0,0,0,93,83257,1817,0,0,117,0,0,0,0,0,45,0,1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1358,0,0,0,0,SAINTE-EULALIE,12,"4,7",
448594929,MEM NETTOYAGE,44859492900045,8121Z,,,67810.0,01/01/2003,De 3 à 5 salariés,Société commerciale,0,1322,0,0,0,0,0,0,1605,43464,0,0,13240,395,58703,0,0,60025,7500,2370,33023,43643,0,0,0,0,0,49,0,3823,0,0,12509,0,0,16382,60025,0,0,0,127512,7326,0,134842,0,0,5649,0,50808,1275,32389,4655,1011,0,0,0,3,95791,39051,0,0,0,0,0,0,0,0,0,0,33023,0,6028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HOLTZHEIM,12,"9,1",
483449302,SOCIETE RAISHA / ASIAN STORE,48344930200015,4778C,,,67000.0,18/07/2005,De 1 à 2 salariés,Société commerciale,0,90,0,0,0,0,14000,0,1049,6079,0,0,3162,0,24291,0,0,24381,10000,9191,-2612,17579,0,0,0,0,0,0,0,5260,0,0,1542,0,0,6802,24381,0,0,0,112128,0,0,112130,62569,-800,0,0,21585,2857,23343,5070,117,0,0,0,1,114742,-2612,0,0,0,0,0,0,0,0,0,0,-2612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STRASBOURG,12,4,
481735298,A.T.R.M,48173529800020,4312A,,,17132.0,11/04/2005,0 salarié pendant l'année,Société commerciale,0,3926,709,0,0,0,0,0,0,689,0,0,63,2679,4140,0,0,8067,7800,-16578,-1594,-9924,0,0,0,0,6529,4596,2300,2899,1667,0,0,0,0,17991,8067,2374,59395,0,59395,0,0,59396,0,0,14176,-201,17135,1072,13200,13697,1833,0,0,0,6,60919,-1523,0,196,196,0,0,125,0,0,0,125,-1594,0,0,0,877,0,790,1829,0,0,0,0,0,0,0,0,0,1584,0,-1719,MESCHERS-SUR-GIRONDE,12,"2,3",
529617508,LE PERE GEGENE,52961750800039,6420Z,,,34470.0,11/01/2011,De 1 à 2 salariés,Société commerciale,0,5573425,0,0,0,0,0,0,6600,48098,0,0,130827,0,185525,0,0,5758950,1400000,0,65458,1771835,0,0,0,0,779804,3174105,0,6034,27172,0,0,0,0,3987116,5758950,1081,129500,0,129500,0,0,129500,0,0,0,0,13135,1231,91550,38115,0,0,0,0,0,144030,-14530,113410,42130,42130,0,0,0,0,24622,24622,-24622,65458,0,-33329,0,13103,0,1861,92690,0,0,0,0,0,2,0,0,0,0,0,56751,PEROLS,12,"6,7",
318772365,RETRO COIFFURE SARL,31877236500017,9602A,,,93400.0,01/01/1963,De 3 à 5 salariés,Société commerciale,0,12440,2975,0,0,0,1070,3924,0,6786,0,350,3016,36,18157,0,0,30597,7622,-15982,817,-6780,0,0,0,0,0,91,0,6410,0,0,30876,14883,0,37377,30597,0,0,0,91188,0,0,92792,1326,-618,7278,391,17445,2569,53014,10102,151,0,0,0,325,91982,811,6,0,0,0,0,0,0,0,0,0,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAINT-OUEN-SUR-SEINE,12,"3,6",
479902546,MORVAN ELEC EURL / MORVAN ELEC,47990254600015,4321A,,,58230.0,03/01/2005,,Société commerciale,0,3632,12675,0,0,0,0,0,1107,1557,0,0,61650,2343,79332,0,0,82964,1500,36600,12053,50303,0,0,0,0,0,0,10208,3019,0,0,19434,19251,0,32661,82964,0,0,0,47185,0,0,54276,0,0,14036,-660,15556,1450,5000,5885,1174,0,0,0,0,42442,11834,220,0,0,0,0,0,0,0,0,0,12053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7090,0,0,0,0,OUROUX-EN-MORVAN,12,9,
809885916,VALUTO,80988591600027,6420Z,,,49125.0,26/02/2015,,Société commerciale,0,312945,0,0,0,0,0,0,8400,15164,0,0,5502,595,29661,0,0,342606,1000,-5381,48228,46532,0,0,0,0,227582,64278,0,1428,2788,0,0,0,0,296074,342606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2323,34616,0,0,0,0,0,0,0,0,0,0,0,0,TIERCE,12,"5,7",
518708417,TRADITION JARDIN SERVICES,51870841700010,8130Z,,,76240.0,04/01/2010,De 3 à 5 salariés,Société commerciale,0,3693,0,0,0,0,0,0,12356,1527,0,0,5028,0,18910,0,0,22603,1500,0,3538,5188,0,0,0,0,57,1416,0,5063,9522,0,1357,0,0,17415,22603,0,92898,0,92898,0,948,94437,0,0,0,0,29127,2175,43442,14351,851,0,0,0,861,90807,3630,6,8,8,0,0,0,0,0,90,-90,3538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3628,BELBEUF,12,"6,1",
498663962,AAZ CONSEILS FINANCES / A@Z CONSEILS FINANCES,49866396200021,6619B,,,62790.0,30/06/2007,De 1 à 2 salariés,Société commerciale,0,30,0,0,0,0,0,0,21981,0,0,0,5849,0,27830,0,0,27860,7500,13499,2711,24460,0,0,0,0,0,-192,0,77,0,0,3515,3515,0,3400,27860,0,0,0,158197,0,0,158200,0,0,0,0,21898,8864,87656,36896,0,0,0,0,1,155314,2886,0,0,395,0,0,220,0,0,0,0,2711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LEFOREST,12,"5,1",
423410463,AMENAGEMENT JACQUES PINECKI,42341046300032,4120B,,,91160.0,08/06/1999,De 1 à 2 salariés,Société commerciale,0,328,0,0,0,0,0,0,4202,1381,0,0,1469,2428,9480,0,0,9808,7622,-3283,-6722,-1620,0,0,0,0,0,39,2800,3897,4692,0,0,0,0,11429,9808,0,75819,0,75819,1084,0,76906,0,0,14257,0,25544,2620,27191,13863,27,0,0,0,4,83506,-6600,0,60,60,0,0,0,0,0,62,-62,-6722,0,0,0,1935,0,1031,0,0,0,0,0,2942,1,0,0,0,0,0,-6660,SAULX-LES-CHARTREUX,12,"2,8",
808138119,T.T.C.HOLDING,80813811900017,6420Z,,,13230.0,01/11/2014,De 3 à 5 salariés,Société commerciale,0,931222,0,0,0,0,0,0,34908,88353,0,0,233394,1400,358055,0,0,1289277,902000,110283,249427,1267514,0,0,0,0,0,0,0,3681,0,0,18082,0,0,21763,1289277,0,0,0,48000,0,0,74642,0,0,0,0,18636,5295,38920,14208,8000,0,0,0,2,85060,-10418,261613,0,0,0,0,0,0,0,0,0,249427,0,1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PORT-SAINT-LOUIS-DU-RHONE,12,"7,6",
809347099,BY-DRONE,80934709900032,8559A,,,84120.0,23/02/2015,De 1 à 2 salariés,Société commerciale,0,15533,0,0,0,0,0,1248,7272,698,0,0,5218,0,14437,0,0,29971,5000,-1289,7859,11569,0,0,0,0,0,7939,0,4742,5718,0,0,0,0,18400,29970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PERTUIS,12,"5,5",
810503250,AZUR CAMP,81050325000021,6420Z,,,83140.0,26/03/2015,,Société commerciale,0,1926882,0,0,0,0,0,0,2307,495,0,0,4659,0,7462,0,0,1964957,755000,0,-51736,703263,0,0,0,0,1148495,89625,0,3994,19228,0,350,0,0,1261694,1964957,0,151923,0,151923,0,0,188918,0,0,0,0,166622,2767,63169,0,6653,0,0,0,0,239211,50293,1743,31783,31788,0,0,862783,0,0,830222,32561,-51736,0,3960,0,8215,3960,7054,128913,0,0,0,0,0,0,0,0,0,0,0,-80337,SIX-FOURS-LES-PLAGES,12,"2,1",
533198248,NAPPAGE DEVELOPPEMENT,53319824800015,6420Z,,,88640.0,21/06/2011,,Société commerciale,0,12002509,0,0,0,0,0,0,1999,2376688,0,0,65425,0,2444113,0,0,14446622,3495204,2913181,365201,6949427,0,0,1500000,0,5205722,0,0,620010,171463,0,0,0,0,7497195,14446622,0,36000,150078,186078,0,64400,269113,0,0,0,0,326942,348,0,0,0,0,0,0,322,327613,-58499,554729,160613,160613,0,0,0,0,20841,20841,-20841,365201,0,-50425,0,0,171463,0,852724,0,0,0,0,0,0,0,0,0,0,0,335617,GRANGES-AUMONTZEY,12,"6,4",
350160818,ALJEFRAN,35016081800042,4722Z,,,94300.0,01/03/1989,De 3 à 5 salariés,Société commerciale,0,349275,0,0,0,0,5441,0,0,7784,0,0,4101,0,17325,0,0,366601,12196,205347,36473,255235,0,0,0,0,35489,6700,0,23834,45343,0,0,0,0,111365,366601,7313,720078,0,720078,0,0,720078,388432,3751,4528,0,63544,3860,148854,57454,13031,0,0,0,0,683453,36625,0,1105,1105,0,0,4004,0,0,0,4004,36473,0,3051,0,26179,0,1207,0,0,0,0,0,0,7,0,0,0,8779,0,35520,VINCENNES,12,"6,5",
449055078,IXILA,44905507800033,7022Z,,,13100.0,01/07/2003,0 salarié pendant l'année,Société commerciale,0,151449,0,0,0,0,0,0,88719,26432,0,0,0,0,115152,0,0,266601,60000,2892,16053,107445,0,0,0,0,9597,65913,0,38800,28236,0,16609,0,0,159155,266601,0,394328,0,394328,0,0,394328,0,0,0,0,247335,175,85000,36754,5699,0,0,0,0,374964,19364,16,494,494,0,0,0,0,0,0,0,16053,0,2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18886,AIX-EN-PROVENCE,12,"5,2",
331607853,KIM SANG,33160785300016,9601B,,,93300.0,23/01/1985,0 salarié pendant l'année,Société commerciale,0,12406,0,0,0,0,650,0,0,0,0,0,35799,0,36449,0,0,48855,7622,0,27401,35023,0,0,0,0,0,0,0,0,0,0,13832,8580,0,13832,48855,0,0,0,75995,0,0,75995,4564,-140,0,0,41280,1178,0,0,1291,0,0,0,0,48173,27822,0,0,421,0,0,0,0,0,0,0,27401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AUBERVILLIERS,12,"9,6",
801593682,PYA AUTORAPIDE,80159368200017,6420Z,,,28130.0,01/04/2014,De 1 à 2 salariés,Société commerciale,0,390980,0,0,0,0,0,0,8488,1101,0,0,1180,0,10770,0,0,407522,5000,0,48541,81851,0,0,0,0,174137,118756,0,2935,19168,0,6016,0,0,321013,402864,0,0,0,87766,0,0,88828,0,0,0,0,5741,1225,48368,23388,0,0,0,0,4,0,8820,50000,0,6011,0,0,8330,0,0,8330,0,51335,0,1474,0,0,0,0,40372,0,0,0,0,0,0,0,0,0,0,0,52809,VILLIERS-LE-MORHIER,12,"7,3",
820289627,AUBENE DECORATION,82028962700029,4334Z,,,77610.0,23/05/2016,0 salarié à la fin de l'année,Société commerciale,0,4074,0,0,0,0,0,0,7501,0,0,0,15192,0,22693,0,0,26767,2000,0,12839,14839,0,0,0,0,0,0,0,668,0,0,11259,535,0,11927,26767,0,0,0,55642,0,0,55642,0,0,10373,0,9608,95,14000,6367,93,0,0,0,0,40536,15105,0,0,0,0,0,0,0,0,0,0,12839,0,2266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHATRES,12,"8,7",
351071477,SOCIETE DE REALISATION MECANIQUE DE L'OISE,35107147700019,3312Z,,,60530.0,05/06/1989,De 1 à 2 salariés,Société commerciale,0,1851,8800,0,0,0,0,0,54895,2101,0,0,142714,0,208510,0,0,210360,7622,153814,6127,168326,0,0,0,0,0,0,0,2013,0,0,40021,0,0,42035,210360,0,0,0,145226,0,0,144526,0,3000,15808,-1300,20138,1723,68000,29203,857,0,0,0,0,137429,7097,111,0,0,0,0,0,0,0,0,0,6127,0,1081,0,0,0,0,0,0,0,0,0,0,0,0,-700,0,0,0,0,CROUY-EN-THELLE,12,"6,9",
518658844,BAINS EVOLUTIONS / BAINS EVOLUTIONS,51865884400023,4322A,,,91700.0,02/01/2010,De 1 à 2 salariés,Société commerciale,0,0,0,0,0,0,1380,0,0,10135,0,0,7642,0,19157,0,0,19157,8000,-2897,5534,10951,0,0,0,0,0,1632,5000,862,711,0,0,0,0,8205,19157,0,128465,0,128465,0,0,116664,21173,130,-703,0,27923,811,58225,3421,0,0,0,0,42,111023,5641,0,0,0,0,0,0,0,0,107,-107,5534,0,0,0,232,0,267,0,0,0,0,0,0,1,0,-12000,0,8856,0,5641,SAINTE-GENEVIEVE-DES-BOIS,12,"7,4",
532063526,MEGASECUR.EUROPE,53206352600026,4799B,,,62150.0,01/04/2011,,Société commerciale,0,28567,0,0,0,0,39272,0,342026,42477,0,4083,367515,1467,796842,0,0,825409,8000,89098,65968,163867,0,0,0,0,0,0,0,528872,0,0,132668,102672,0,661541,825409,0,0,0,1113490,0,0,1113490,590967,-11869,0,0,121858,47675,113000,42491,4404,0,0,0,113695,1022222,91268,4542,0,7338,0,0,0,0,0,1,0,65968,0,22501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REBREUVE-RANCHICOURT,12,"7,1",
538056888,MARF,53805688800018,5610A,,,54140.0,23/11/2011,De 1 à 2 salariés,Société commerciale,0,70208,4294,0,0,0,0,0,0,4137,0,0,12,1955,10398,0,0,80607,5000,-2406,5551,8146,0,0,0,0,0,49872,0,13864,0,0,8725,354,0,72461,80607,0,0,0,119713,0,0,120650,0,0,40226,-77,32973,1870,25282,7146,4203,0,0,0,665,112287,8363,248,0,5404,0,0,0,0,0,0,0,5551,0,-2344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JARVILLE-LA-MALGRANGE,12,"5,9",
794554378,FLMT,79455437800024,9602B,,,33480.0,23/08/2013,De 1 à 2 salariés,Société commerciale,0,8154,0,0,0,0,9290,0,0,16,0,0,20663,0,30014,0,0,38168,6000,2554,2261,10816,0,0,0,0,0,18107,0,2221,0,0,7022,0,0,27352,38168,0,0,0,67406,0,0,67854,22238,0,0,-4549,19552,1407,15937,8324,1440,0,0,0,206,64558,3295,0,0,652,0,0,17,0,0,0,0,2261,0,399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CASTELNAU-DE-MEDOC,12,"6,6",
530090265,OPTIMIS,53009026500022,4618Z,,,31830.0,17/01/2011,De 1 à 2 salariés,Société commerciale,0,207,0,0,0,0,4621,0,2907,235,0,0,32801,3994,44560,0,0,44767,2000,0,31350,34671,0,0,0,0,0,0,0,2659,7436,0,0,0,0,10095,44767,0,67725,0,67725,0,0,67756,7126,-1588,0,0,13062,677,7890,3484,214,0,0,0,5,30873,36882,0,0,0,0,0,0,0,0,0,0,31350,0,5532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4628,0,36882,PLAISANCE-DU-TOUCH,12,"9,8",
